,,,ISO-3 Code,AFG,ALB,DZA,AGO,ATG,ARG,ARM,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CAF,TCD,CHL,CHN,COL,COM,COG,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GRC,GRD,GTM,GIN,GNB,GUY,HTI,HND,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LTU,LUX,MDG,MWI,MYS,MDV,MLI,MLT,MRT,MUS,MEX,FSM,MNG,MNE,MAR,MOZ,MMR,NAM,NPL,NLD,NZL,NIC,NER,NGA,NOR,OMN,PAK,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,LCA,VCT,WSM,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,SSD,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TON,TTO,TUN,TUR,TKM,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,,,
Noncommunicable diseases,Other neoplasms,,,1.1,0.3,0.7,0.4,0.0,3.1,0.1,1.2,0.7,0.0,0.0,0.0,1.8,0.0,0.0,1.5,0.0,0.2,0.0,0.2,0.1,0.0,4.4,0.0,0.2,0.3,0.2,0.2,0.4,1.5,0.0,0.1,0.3,1.2,40.4,3.8,0.0,0.1,0.3,0.4,0.3,0.6,0.1,0.6,0.3,1.2,0.3,0.0,0.3,0.7,3.6,0.0,0.0,0.1,0.1,2.5,0.0,0.4,7.5,0.0,0.0,0.1,7.6,0.4,0.0,0.0,0.4,0.2,0.0,0.0,0.2,0.0,0.5,0.0,14.3,2.8,0.8,1.6,0.2,0.3,8.8,0.1,12.5,0.2,0.1,0.6,.,0.0,0.1,0.1,0.1,0.3,0.0,0.1,0.2,0.2,0.0,0.4,0.4,0.9,0.0,0.2,0.0,0.1,0.1,5.7,0.0,0.0,.,1.3,0.6,0.6,0.0,0.2,1.7,0.2,0.1,0.2,3.5,0.3,0.1,2.3,0.2,0.1,0.2,0.4,3.3,3.0,0.6,0.0,1.4,0.1,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.5,0.2,0.6,0.0,0.1,0.1,0.1,0.1,0.0,0.4,1.0,.,4.3,0.1,1.3,0.0,0.0,1.1,0.7,0.6,0.2,2.5,0.0,0.0,0.1,0.0,0.1,0.5,0.0,0.1,0.7,0.1,0.0,3.8,0.8,16.5,0.3,0.5,0.0,2.7,0.9,0.7,0.3,0.1,,,
Noncommunicable diseases,Diabetes mellitus,,,3.0,0.1,10.9,5.3,0.0,10.4,1.2,4.5,3.1,1.6,0.1,0.5,40.1,0.3,0.2,1.8,0.2,1.9,0.2,1.7,2.3,0.8,64.0,0.1,1.9,2.4,1.0,2.2,4.6,6.8,0.1,0.8,2.1,4.4,166.0,8.5,0.1,0.8,0.9,4.9,1.7,2.4,0.6,3.8,2.2,6.3,1.4,0.2,2.3,6.6,21.0,2.0,0.4,0.5,0.1,13.0,1.3,0.5,12.5,0.6,0.3,1.1,24.1,5.7,1.3,0.1,6.9,1.5,0.3,0.5,3.3,0.8,2.7,0.0,298.2,104.1,9.3,6.4,0.6,2.5,22.8,2.6,14.9,1.9,5.4,3.7,0.1,0.4,0.4,1.3,0.5,2.0,0.7,0.7,1.2,0.3,0.1,1.6,2.1,4.3,0.0,2.2,0.1,0.9,2.5,93.8,0.1,0.1,0.2,20.3,3.6,16.6,0.6,6.5,3.0,0.9,1.7,1.9,30.9,0.7,0.9,43.1,1.3,2.8,2.3,5.3,27.4,7.0,4.7,0.3,13.3,0.4,2.5,10.2,1.1,0.1,0.1,0.1,0.0,2.3,1.8,3.0,0.0,1.3,0.4,0.9,0.3,0.2,1.0,31.8,1.6,9.7,11.1,5.2,0.3,0.5,2.1,1.3,1.3,0.7,25.9,0.9,0.1,0.9,0.1,2.0,8.0,18.8,0.8,3.0,2.5,0.8,6.0,7.0,79.9,0.9,5.6,0.1,14.2,20.5,3.4,1.6,2.8,,,
Noncommunicable diseases,"Endocrine, blood, immune disorders",,,2.4,0.1,1.8,7.7,0.0,2.2,0.0,2.2,1.1,0.5,0.1,0.1,3.5,0.1,0.0,1.5,0.0,1.7,0.0,0.3,0.1,0.1,15.5,0.0,0.3,1.3,1.2,0.6,3.4,3.2,0.0,0.9,1.7,1.1,26.8,1.8,0.1,0.5,0.2,4.3,0.1,0.3,0.1,0.7,0.5,16.8,0.5,0.1,0.3,0.8,9.3,0.1,0.2,0.3,0.0,7.5,0.0,0.2,7.2,0.2,0.2,0.1,9.2,5.4,0.6,0.0,0.6,2.3,0.2,0.1,0.9,0.2,0.4,0.0,26.2,10.4,1.4,1.1,0.2,0.9,7.3,0.3,10.5,0.2,0.1,3.4,0.0,0.1,0.1,0.3,0.0,0.2,0.1,0.4,0.2,0.1,0.0,1.2,1.1,0.7,0.0,2.0,0.0,0.3,0.1,10.7,0.0,0.1,0.0,1.0,4.3,3.1,0.1,0.7,1.0,0.3,0.2,2.0,43.0,0.3,0.2,7.5,0.2,0.3,0.2,0.6,6.4,1.0,1.6,0.0,1.5,0.0,0.1,0.2,0.9,0.0,0.0,0.0,0.0,0.8,1.0,0.2,0.0,2.4,0.0,0.2,0.1,0.0,1.2,5.2,1.1,3.9,0.6,2.2,0.0,0.1,0.6,0.5,0.5,0.3,4.0,0.0,0.0,1.3,0.0,0.2,0.6,4.6,0.2,8.1,0.0,0.1,2.9,5.7,40.0,0.5,0.4,0.0,0.8,5.5,1.3,2.1,0.7,,,
Noncommunicable diseases,"Endocrine, blood, immune disorders",Thalassaemias,,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.8,2.2,0.1,0.1,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,1.1,0.2,0.0,0.0,,,
Noncommunicable diseases,"Endocrine, blood, immune disorders",Sickle cell disorders and trait,,0.8,0.0,0.1,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.7,0.0,2.7,0.0,0.0,0.6,1.3,0.0,0.0,0.0,0.0,0.2,0.0,3.1,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.7,0.0,0.1,0.1,0.0,0.4,0.0,0.0,0.2,0.1,0.2,0.0,0.0,4.3,0.0,0.0,0.0,2.0,0.1,0.0,0.0,0.0,0.0,0.0,10.7,0.0,0.1,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.7,0.5,0.0,0.0,1.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.2,0.0,0.0,0.0,1.7,38.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.3,0.0,5.2,0.0,0.0,0.1,3.8,1.0,0.0,0.0,0.0,0.0,0.0,0.1,1.6,0.2,,,
Noncommunicable diseases,"Endocrine, blood, immune disorders",Other haemoglobinopathies and haemolytic anaemias,,0.5,0.0,0.6,0.9,0.0,0.8,0.0,0.2,0.1,0.1,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.1,0.0,0.1,0.0,0.0,2.3,0.0,0.2,0.1,0.4,0.2,0.2,0.3,0.0,0.2,0.3,0.2,8.2,0.4,0.0,0.1,0.1,0.5,0.0,0.1,0.0,0.2,0.2,1.7,0.1,0.0,0.1,0.2,4.5,0.0,0.0,0.2,0.0,5.0,0.0,0.0,1.5,0.0,0.0,0.1,2.8,0.5,0.2,0.0,0.2,0.1,0.0,0.0,0.4,0.0,0.1,0.0,10.4,5.9,0.5,0.3,0.0,0.1,1.1,0.1,3.4,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.4,0.4,0.3,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.3,2.7,2.1,0.0,0.4,0.3,0.0,0.1,0.1,1.4,0.1,0.0,2.7,0.1,0.0,0.0,0.2,1.9,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.9,0.6,0.4,1.1,0.2,0.6,0.0,0.0,0.2,0.1,0.1,0.0,1.3,0.0,0.0,0.1,0.0,0.0,0.1,0.7,0.0,1.1,0.0,0.0,0.5,1.3,2.5,0.1,0.1,0.0,0.2,3.2,0.5,0.4,0.4,,,
Noncommunicable diseases,"Endocrine, blood, immune disorders","Other endocrine, blood and immune disorders",,0.6,0.1,0.9,2.0,0.0,1.3,0.0,2.0,1.0,0.2,0.1,0.0,1.2,0.1,0.0,1.1,0.0,0.2,0.0,0.2,0.1,0.1,12.5,0.0,0.1,0.3,0.1,0.2,0.5,2.9,0.0,0.2,0.2,0.8,16.4,1.4,0.0,0.1,0.1,0.4,0.0,0.2,0.1,0.5,0.2,2.1,0.4,0.0,0.1,0.6,2.4,0.1,0.1,0.0,0.0,0.8,0.0,0.2,5.5,0.1,0.0,0.1,6.4,0.7,0.4,0.0,0.5,0.1,0.0,0.1,0.4,0.2,0.4,0.0,4.3,2.3,0.8,0.3,0.2,0.8,5.4,0.2,7.0,0.2,0.1,0.3,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.2,0.4,0.0,0.2,0.0,0.1,0.0,9.6,0.0,0.1,0.0,0.7,0.4,0.4,0.1,0.2,0.7,0.3,0.1,0.2,2.9,0.2,0.2,1.4,0.2,0.3,0.2,0.4,4.1,0.5,1.1,0.0,1.0,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.6,0.1,0.2,0.0,0.1,0.0,0.1,0.1,0.0,0.1,4.5,0.1,2.8,0.3,0.8,0.0,0.1,0.4,0.3,0.3,0.1,2.0,0.0,0.0,0.1,0.0,0.2,0.5,3.4,0.1,1.8,0.0,0.1,2.3,0.6,36.4,0.3,0.2,0.0,0.6,1.2,0.5,0.1,0.1,,,
Noncommunicable diseases,Mental and substance use disorders,,,0.3,0.0,0.5,0.7,0.0,1.5,0.1,1.5,0.6,0.2,0.0,0.0,2.9,0.0,2.3,0.7,0.0,0.4,0.0,0.6,0.2,0.1,11.2,0.0,0.2,0.6,0.2,0.4,1.3,2.5,0.0,0.1,0.6,0.6,49.7,0.6,0.0,0.1,0.1,1.5,0.4,0.6,0.0,0.5,1.3,1.2,0.9,0.0,0.2,0.7,3.1,1.0,0.0,0.1,0.3,1.7,0.0,1.0,5.7,0.0,0.1,0.1,7.1,1.1,0.3,0.0,1.5,0.4,0.1,0.0,0.4,0.2,0.7,0.0,27.4,2.1,2.3,0.5,0.3,0.2,1.6,0.0,1.9,0.1,1.3,0.5,0.0,0.1,0.5,0.2,0.3,0.1,0.1,0.1,0.1,0.5,0.0,0.2,0.2,0.7,0.0,0.5,0.0,0.1,0.1,4.6,0.0,0.3,0.0,1.3,0.3,2.3,0.1,0.3,0.6,0.1,0.5,0.3,11.3,0.6,0.1,1.8,0.1,0.1,0.2,1.1,2.6,3.8,0.4,0.0,1.1,0.5,1.4,46.5,0.2,0.0,0.0,0.0,0.0,0.3,0.4,0.5,0.0,0.3,0.0,0.3,0.1,0.0,0.1,1.6,0.2,1.3,0.5,0.6,0.0,0.0,0.7,0.5,0.2,0.2,3.2,0.0,0.0,0.3,0.0,0.0,0.6,1.1,0.2,0.5,11.6,0.2,3.7,0.8,44.1,0.1,0.8,0.0,0.3,1.8,0.3,0.2,0.6,,,
Noncommunicable diseases,Mental and substance use disorders,Depressive disorders,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,
Noncommunicable diseases,Mental and substance use disorders,Depressive disorders,Major depressive disorder,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,
Noncommunicable diseases,Mental and substance use disorders,Depressive disorders,Dysthymia,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,
Noncommunicable diseases,Mental and substance use disorders,Bipolar disorder,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,
Noncommunicable diseases,Mental and substance use disorders,Schizophrenia,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,.,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.6,0.0,0.0,0.0,0.2,0.0,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.1,.,2.0,0.2,0.1,0.0,0.0,0.0,0.4,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,.,0.0,0.0,0.0,0.0,0.1,0.0,0.0,.,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,,,
Noncommunicable diseases,Mental and substance use disorders,Alcohol use disorders,,0.2,0.0,0.1,0.4,0.0,0.7,0.0,0.4,0.4,0.1,0.0,0.0,0.5,0.0,1.0,0.4,0.0,0.2,0.0,0.4,0.1,0.0,8.8,0.0,0.1,0.3,0.2,0.3,0.4,0.9,0.0,0.1,0.2,0.4,12.6,0.1,0.0,0.0,0.1,0.6,0.2,0.5,0.0,0.3,0.3,0.6,0.6,0.0,0.1,0.4,0.1,1.0,0.0,0.1,0.2,1.1,0.0,0.6,3.4,0.0,0.0,0.0,5.2,0.4,0.0,0.0,1.2,0.2,0.0,0.0,0.4,0.1,0.5,0.0,7.8,1.2,0.1,0.1,0.1,0.0,0.4,0.0,0.5,0.0,0.5,0.4,0.0,0.0,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.1,0.3,0.0,0.2,0.0,0.0,0.0,3.5,0.0,0.2,0.0,0.3,0.2,1.7,0.0,0.1,0.3,0.0,0.4,0.2,2.6,0.2,0.0,0.5,0.0,0.0,0.2,0.4,1.6,3.2,0.2,0.0,0.8,0.4,0.6,26.6,0.2,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.0,0.1,0.0,0.2,0.1,0.0,0.1,0.6,0.1,0.3,0.3,0.2,0.0,0.0,0.3,0.2,0.0,0.1,2.5,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.1,0.3,3.5,0.0,1.2,0.6,9.3,0.1,0.3,0.0,0.1,0.9,0.1,0.1,0.2,,,
Noncommunicable diseases,Mental and substance use disorders,Drug use disorders,,0.1,0.0,0.4,0.3,0.0,0.8,0.0,1.1,0.2,0.1,0.0,0.0,2.4,0.0,1.3,0.2,0.0,0.2,0.0,0.2,0.0,0.0,1.7,0.0,0.1,0.3,0.0,0.1,0.9,1.5,0.0,0.0,0.4,0.1,27.9,0.4,0.0,0.1,0.0,0.9,0.1,0.1,0.0,0.2,0.6,0.5,0.2,0.0,0.1,0.2,2.9,0.0,0.0,0.0,0.1,0.5,0.0,0.3,1.7,0.0,0.0,0.0,1.6,0.7,0.3,0.0,0.2,0.3,0.0,0.0,0.1,0.0,0.1,0.0,17.1,0.6,2.1,0.5,0.2,0.1,0.8,0.0,0.6,0.1,0.7,0.1,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.1,0.0,0.9,0.0,0.0,0.0,1.0,0.1,0.5,0.0,0.2,0.2,0.1,0.0,0.2,8.7,0.4,0.0,1.3,0.0,0.0,0.0,0.7,0.7,0.6,0.1,0.0,0.1,0.2,0.7,19.8,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.8,0.2,0.4,0.0,0.0,0.3,0.2,0.1,0.1,0.7,0.0,0.0,0.2,0.0,0.0,0.4,0.8,0.1,0.1,8.1,0.2,2.4,0.2,34.0,0.0,0.4,0.0,0.2,0.8,0.2,0.0,0.3,,,
Noncommunicable diseases,Mental and substance use disorders,Drug use disorders,Opioid use disorders,0.1,0.0,0.4,0.3,0.0,0.5,0.0,0.8,0.1,0.1,0.0,0.0,1.7,0.0,1.0,0.2,0.0,0.2,0.0,0.1,0.0,0.0,1.1,0.0,0.1,0.3,0.0,0.1,0.9,1.0,0.0,0.0,0.3,0.1,21.2,0.3,0.0,0.0,0.0,0.9,0.1,0.1,0.0,0.1,0.4,0.5,0.1,0.0,0.1,0.2,2.6,0.0,0.0,0.0,0.1,0.5,0.0,0.2,1.2,0.0,0.0,0.0,0.9,0.7,0.3,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.1,0.0,13.4,0.4,1.8,0.4,0.1,0.0,0.5,0.0,0.5,0.1,0.6,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.9,0.1,0.4,0.0,0.2,0.1,0.1,0.0,0.1,8.3,0.2,0.0,1.0,0.0,0.0,0.0,0.4,0.6,0.4,0.1,0.0,0.1,0.1,0.5,15.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.5,0.1,0.3,0.0,0.0,0.2,0.1,0.1,0.1,0.6,0.0,0.0,0.2,0.0,0.0,0.4,0.6,0.1,0.1,6.1,0.1,1.7,0.2,22.8,0.0,0.3,0.0,0.1,0.5,0.2,0.0,0.3,,,
Noncommunicable diseases,Mental and substance use disorders,Drug use disorders,Cocaine use disorders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Noncommunicable diseases,Mental and substance use disorders,Drug use disorders,Amphetamine use disorders,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.2,0.0,0.3,0.0,1.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,,
Noncommunicable diseases,Mental and substance use disorders,Drug use disorders,Cannabis use disorders,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,
